predictors interp Dz Dt z_max normalisation metric linkage n_clusters CHindex
0 1 1 0 0 1 3 3 1 0.001656721752489397
0 1 1 2 1 0 3 5 0 0.5049785649856027
0 1 2 0 3 1 1 3 5 0.006960022658222717
0 1 3 3 2 0 2 4 3 4.348499952718657
0 1 0 4 1 1 3 3 2 0.0005276165638260093
1 1 1 2 0 1 2 5 2 0.798069539634804
1 0 0 2 3 1 2 5 5 0.8827541761222608
0 0 2 2 3 1 3 0 2 0.29425869696678425
0 0 1 2 0 1 0 0 0 0.5496896119157002
0 0 0 2 0 0 1 0 3 0.7428276801159542
1 0 2 2 2 1 1 0 3 0.9206132163507841
1 1 0 1 0 0 2 4 0 0.5866387006070115
0 0 1 0 2 0 2 1 2 0.29208474732161294
1 0 2 1 3 0 2 4 1 0.6663213889118154
0 1 2 2 1 0 2 1 5 0.6356353181838715
1 0 3 3 3 0 0 2 5 0.6687675666374048
1 1 2 0 2 0 0 3 5 0.000731522307691598
0 0 3 3 0 1 2 3 5 0.01328672030907549
0 1 0 0 2 1 1 5 5 0.6972770897972843
1 1 2 4 2 0 2 1 4 0.41630024633922263
1 1 0 0 1 0 0 2 2 0.5499579037303107
1 1 2 4 3 1 1 5 1 1.3148431814986767
0 1 0 1 0 0 2 1 1 0.683542136302489
0 0 1 2 2 0 3 5 5 0.5416527826984214
0 0 0 0 3 0 0 3 0 0.00018022785870460412
0 1 2 0 3 0 3 5 3 0.5678576661186858
1 0 1 2 3 0 1 5 1 0.3246383913395428
1 0 1 1 1 1 2 0 1 0.8318018109824871
1 1 3 3 3 0 0 3 0 0.0006361477214977035
0 0 0 0 0 0 3 5 3 1.533713788253594
0 0 2 0 1 1 1 5 4 0.35239968484100875
0 0 2 1 1 1 1 3 2 0.12426944542636827
0 0 1 0 3 0 2 4 5 0.653498337898578
1 1 3 3 2 0 2 4 5 0.906764690426971
1 1 2 0 1 0 2 1 5 0.5420267673799843
1 1 2 4 2 1 1 2 1 1.015882063015277
1 0 0 0 2 0 1 0 0 0.2500858559883726
0 1 2 2 2 0 0 0 0 0.39271585712742535
1 1 0 2 1 1 2 2 1 0.5596348493376833
0 1 2 4 2 1 3 0 4 0.6690811669704477
0 1 3 3 0 1 2 4 1 0.7870109507497862
0 0 2 2 1 1 0 5 5 0.5576266224194553
0 0 2 1 0 1 2 3 0 0.0019446125006466464
0 0 0 2 2 0 1 2 2 0.6797292772953363
0 0 1 2 1 1 2 0 2 0.3966278741937929
1 1 3 3 0 1 3 2 5 0.7966974306116524
1 1 0 0 2 0 2 5 3 0.41851819765825093
0 0 0 1 1 0 2 1 2 0.32835122802987377
0 0 0 1 0 1 3 5 1 0.7350411206891438
1 0 2 2 0 1 1 0 3 0.7711775289995808
1 1 2 2 1 0 1 2 2 0.7522447384766658
1 1 0 2 0 0 3 0 0 0.5554254353631333
0 0 2 2 1 1 3 5 2 0.7779926524437784
0 1 0 4 0 0 2 3 0 0.00017965739497769164
1 0 2 1 2 1 1 3 5 0.027746397653236388
0 0 1 0 1 1 0 3 0 0.0006154925449572116
1 1 1 1 1 1 0 2 1 0.8332410019349981
0 1 1 2 1 0 3 3 1 0.2767028893881802
0 1 0 1 0 0 2 1 1 0.683542136302489
1 1 0 0 2 0 2 5 4 0.38078769156614195
0 1 0 1 0 1 0 0 5 0.8737909276512846
0 1 0 0 3 0 3 3 3 0.00021240054185140905
0 1 1 2 2 0 0 2 3 0.8770324599735883
0 1 1 2 3 0 1 0 2 0.2265359852274333
1 1 0 2 1 0 0 5 3 0.47394779977993134
0 0 1 2 0 0 2 2 0 0.6554020919540038
0 1 1 4 3 0 2 1 4 0.3964978665361457
0 0 0 1 2 0 0 0 2 0.5082704273117935
1 1 0 1 0 0 1 2 5 0.5934368629762992
0 1 3 3 1 0 2 5 3 0.49196702252040264
1 1 0 0 3 1 1 3 4 0.00010993559833237766
1 1 1 2 1 0 0 0 4 0.5197432105322694
1 1 0 0 2 0 3 5 5 0.5874605493932384
1 0 0 1 1 0 1 5 4 0.632667913140969
0 0 1 0 3 1 1 0 1 0.4725067292959585
1 0 3 3 1 1 0 0 1 0.7682682022020331
1 1 2 0 1 1 2 1 3 1.0844356166262756
0 1 3 3 0 1 3 2 3 1.0591310414334376
1 0 0 1 0 0 2 4 1 0.7538838721731221
0 0 0 1 0 0 1 0 3 0.46865253743524166
0 1 1 4 2 1 3 5 1 0.7648887447948971
1 1 1 0 1 0 2 1 0 0.39824258271614865
1 1 1 1 1 0 3 5 3 0.4994170072662538
1 1 2 2 1 1 3 2 5 0.885748404773629
1 1 0 1 3 0 1 5 2 0.5676751022221649
1 1 1 4 2 1 2 4 5 1.0109817954885196
0 1 0 4 1 0 1 5 4 0.6699917661527911
1 0 2 2 3 1 2 1 3 0.8195329532153982
0 1 3 3 3 0 0 5 5 0.5534770999770199
0 0 1 1 3 0 2 5 5 0.5300882004879935
0 1 1 2 3 1 2 1 3 0.5366028658345455
0 1 0 1 2 1 3 3 1 0.000508035363898589
1 1 1 1 1 0 2 5 4 0.6286557760458432
1 1 0 4 2 0 0 5 3 0.2668198065363737
1 1 3 3 3 0 2 1 5 0.7092204613113665
0 1 3 3 0 0 0 0 5 1.0481097007847435
1 0 0 0 0 1 1 3 3 0.00015719248039628214
1 0 2 1 0 0 2 2 2 0.6145395646316493
0 0 3 3 1 1 3 2 3 1.0775147749314475
1 0 0 1 1 0 0 3 1 0.0005254308616764406
0 0 2 0 3 1 2 3 3 0.001008707172487024
1 0 3 3 3 1 1 5 3 0.9290791982831341
0 0 0 0 1 1 2 0 2 0.6900278118199105
1 1 0 1 3 0 1 5 1 0.7128745548201816
0 0 0 0 3 1 1 2 0 0.5556386920341156
1 1 1 0 0 0 0 3 5 0.0006135582499686685
0 1 1 4 0 1 1 3 4 0.0005553877477765649
1 0 0 1 1 1 1 3 5 0.0005602952824081876
1 0 1 1 3 1 0 0 5 0.9525354733086518
0 0 2 2 3 1 2 2 4 0.7138949942594086
1 1 2 2 2 0 2 0 4 0.4638445115959901
1 1 2 4 1 0 0 2 3 0.4995812966816073
1 0 0 0 1 1 2 0 2 0.7802439218384587
0 0 3 3 0 1 3 0 3 1.057065820307859
1 0 2 2 1 1 2 3 5 0.043729741927472934
1 1 0 4 0 0 3 2 3 0.6572918873270375
0 1 3 3 1 0 1 5 5 0.8099542537474497
0 0 0 1 0 0 1 2 2 0.7055046316049757
0 1 0 1 0 0 3 3 3 0.030289061991200253
1 0 3 3 3 1 2 4 3 1.1472430189027893
0 1 0 1 3 1 3 0 2 0.6721367651506398
1 1 1 2 3 0 0 5 2 0.5527844323209217
0 1 2 0 0 0 3 2 2 0.9064353185614283
1 1 0 0 2 0 0 5 0 0.3141538893191448
0 0 1 2 0 1 0 2 4 0.8599095744811126
1 0 1 1 3 1 2 0 1 0.7540674237001282
0 1 1 4 2 0 2 4 5 0.8735634115181862
0 0 0 1 2 1 3 0 1 0.7473596921830826
0 1 3 3 1 1 2 4 5 1.1567170411248344
1 1 1 4 3 0 2 1 2 0.1987202740162599
0 1 1 1 2 0 0 3 0 0.07419192321611963
1 1 0 1 3 0 2 0 0 0.22839870626321654
0 0 0 1 3 1 0 2 5 0.5675704002603653
1 0 2 1 1 1 0 0 5 0.8058618843496924
1 1 3 3 1 1 1 0 1 0.5509175079551056
1 1 2 4 0 1 3 5 3 1.0041493396581351
1 0 2 1 2 1 2 1 1 0.6915030977407193
0 1 1 2 0 0 1 3 4 0.1635507941424111
1 0 1 2 1 0 0 2 5 0.47960841893088807
1 1 0 2 1 1 1 5 3 0.8903789731151445
1 0 3 3 0 1 1 2 0 0.8490473635726867
0 1 2 4 1 1 2 2 1 0.7097465897492622
0 0 1 2 3 0 0 0 1 0.10393952843689169
0 0 0 1 3 0 2 1 5 0.5032733693906646
1 1 0 2 0 1 0 2 3 0.810278723328523
1 0 2 2 2 0 1 5 1 0.49545753692170297
0 0 0 1 3 1 2 3 2 0.0005180820456670188
0 1 2 2 2 1 0 2 2 0.8434166593110837
0 0 3 3 1 1 3 0 3 1.007812442676424
1 1 0 0 0 0 3 3 0 0.000172243937958534
1 0 3 3 2 0 1 2 3 0.6525212701827988
0 0 0 1 2 1 1 5 5 0.3941468879228409
1 0 1 1 3 1 2 2 3 1.0011851938373733
1 1 0 1 2 0 1 5 1 0.6014498494750367
1 1 0 2 0 0 2 3 0 0.001395252753432322
0 1 1 2 0 0 1 2 3 0.7683884012114174
0 1 1 0 0 1 2 1 3 0.9152766115422409
0 0 0 1 1 0 3 0 3 0.3520813481476155
1 0 0 0 3 1 3 2 4 1.0906737894715126
1 0 2 1 0 1 1 5 3 0.48832587867361854
0 1 2 2 1 1 2 2 5 0.8376928392050211
1 1 1 4 3 0 1 3 3 9.538618520726134e-05
0 1 2 1 0 0 0 5 3 0.6620701784541491
0 1 1 2 0 1 3 2 4 1.0730431356409806
0 1 2 1 0 1 2 5 2 0.8787543032613789
1 1 2 1 1 1 3 0 5 0.639545347402702
0 0 1 1 2 1 3 2 3 3.1522429016037474
1 1 2 0 0 0 2 4 1 0.9391615323174433
1 1 1 4 2 0 1 3 2 8.780711569531944e-05
0 1 1 1 3 0 2 5 0 0.48807453422367886
1 1 2 4 0 1 2 0 3 1.1111730020472046
0 0 2 1 2 0 0 0 4 0.3888636081065795
1 1 1 0 2 1 2 0 2 0.9949893713753006
1 1 0 2 2 1 2 5 0 1.1095178742135512
0 1 0 4 3 0 1 0 5 0.4621274410960601
0 0 1 2 0 0 0 0 4 0.5806473373309634
1 0 0 2 2 1 2 0 5 0.7578285163759323
0 1 1 4 2 1 0 3 2 0.0005421420132214578
0 0 0 0 2 1 0 5 5 0.37843800204637257
0 1 0 1 3 0 2 3 1 0.03018987999492754
1 1 2 0 0 1 1 3 5 0.000768229041907168
1 0 1 0 1 0 0 3 5 0.00045668960825793765
0 1 2 0 3 0 2 3 2 0.0005414882618540136
1 0 2 0 3 1 3 3 4 0.0006005277422067176
1 1 2 4 3 1 1 2 2 1.4444024326020217
0 1 1 4 2 1 3 3 2 0.0005421420132214578
0 1 3 3 1 0 1 3 5 0.016039790286313454
1 1 2 4 0 0 1 0 3 0.8091939361519054
1 0 3 3 0 1 3 0 4 0.901145908012081
1 0 2 2 3 0 2 0 2 0.4626839489595947
0 1 1 0 3 1 1 5 4 0.36104142560216335
1 1 1 0 3 0 1 5 1 0.7691970584963012
0 1 2 0 0 1 3 2 0 0.6657640438981348
1 1 3 3 2 1 2 3 3 0.19594930575414143
1 0 0 2 0 1 2 4 0 0.7852903820853893
0 1 3 3 3 0 2 3 4 0.014458155474205361
1 1 3 3 2 0 3 5 3 0.6638855982938606
1 1 1 2 2 1 3 5 2 0.8461113617443488
1 0 0 1 0 1 2 1 2 0.616389434721584
1 0 1 1 2 1 2 5 3 0.5990201507041383
1 1 0 0 3 0 2 3 3 0.0001331728724330043
0 1 2 2 0 0 0 2 1 0.7228994993992501
1 1 2 2 2 1 1 3 1 0.10824690208562145
1 1 3 3 0 1 0 0 3 0.8984363102521609
1 1 3 3 0 0 0 3 2 0.07709327185596844
0 0 0 1 3 0 2 3 2 0.0002955434013271916
1 0 1 1 1 0 0 5 5 0.41660723532323424
1 0 1 0 1 0 1 0 4 0.5206365890727619
0 0 0 1 0 1 1 2 3 0.661022531712568
0 1 1 0 1 1 1 5 2 0.686676900183625
0 0 1 0 3 0 2 4 0 0.4690803775866253
0 0 0 2 0 1 0 0 2 0.7149053366177729
0 1 2 0 2 1 3 2 2 0.7125010462953792
0 0 1 0 3 1 3 0 1 0.28282357225192756
0 0 2 2 1 1 1 0 1 0.9308734617154732
0 0 2 1 1 1 0 0 0 0.37135678686263757
1 1 0 2 3 0 3 3 3 0.00048591648207824985
1 0 1 2 2 1 3 2 0 0.972636201533915
1 0 0 0 1 1 2 4 2 0.9913735155743305
0 1 2 2 0 0 1 3 0 0.8376090765970459
1 0 2 1 0 0 1 3 5 0.08198825710815913
1 1 3 3 2 1 0 0 5 0.9706253600971877
1 0 2 1 2 0 3 3 4 0.04992081673243797
1 1 1 1 3 0 2 5 2 0.6182288100824415
0 1 3 3 0 0 1 0 2 1.1181867058833872
1 1 0 2 2 1 1 0 0 0.19274886026806504
1 0 0 0 2 0 1 2 1 0.5220080784063699
0 1 3 3 1 0 0 0 0 0.6257051493185273
0 1 1 0 1 1 2 1 4 0.4208138061273219
1 0 1 0 2 0 2 4 0 0.4423633156114831
0 1 2 4 1 0 0 5 1 0.707684508568951
1 0 2 2 3 0 2 3 2 0.018772242572168273
0 0 0 0 1 1 1 0 3 0.2775268108395436
1 1 2 1 2 1 3 0 4 0.9585041801609728
0 0 1 0 1 0 0 2 1 0.6882396762009221
0 1 1 2 1 1 2 4 3 0.95981963106468
0 0 0 2 3 0 3 0 5 0.42721600696192924
1 1 0 2 2 0 2 0 0 0.32187250684935875
0 0 3 3 1 0 0 0 5 0.7562466534564319
1 0 2 0 2 1 1 5 2 0.9457972206986907
0 0 2 0 0 0 0 0 4 0.7229545728872543
0 1 2 2 0 0 1 2 3 1.107823731520311
1 1 1 0 3 1 2 4 2 1.22834453385416
0 0 2 1 2 0 0 5 2 0.48376362363546216
1 1 1 4 2 0 2 4 4 0.6600209233556369
1 1 2 2 0 0 0 0 2 0.7414299225593809
0 1 0 0 3 1 3 0 2 0.9479903616474328
1 1 3 3 1 1 1 0 1 0.5509175079551056
0 1 2 2 3 0 2 4 0 0.4839232250724407
1 1 2 0 2 1 0 3 2 0.0010714164472960975
0 1 2 0 2 0 2 4 4 0.9360792025009611
1 0 1 1 2 1 3 0 4 0.7008889155478453
1 0 2 0 2 0 3 0 0 0.2329675261699403
1 1 1 0 0 0 3 5 0 0.5575938596670659
1 0 1 0 3 0 3 0 4 0.5103943902635777
0 1 1 2 3 0 2 0 2 0.24304124853347187
1 1 0 1 2 0 3 3 5 0.0006613830055982938
0 1 1 4 3 0 0 5 4 0.5700775460666463
1 0 1 2 1 0 1 2 3 0.577190746312433
0 1 0 4 0 1 3 3 0 0.00011597192488435301
0 1 0 2 1 0 1 5 3 0.7984582213805809
1 0 0 0 3 1 3 0 1 0.6698219890627121
0 0 3 3 2 1 2 0 3 2.306368576610884
0 0 2 1 2 0 0 0 5 0.3625350336666221
1 1 2 2 2 0 1 0 4 0.6517220445790224
0 1 2 0 3 0 0 5 4 0.4251811061849734
0 1 0 2 0 0 1 2 3 1.1024855646269704
1 0 0 0 0 1 2 1 1 0.8401685576052444
0 0 3 3 1 1 0 5 3 1.002928078894157
1 1 1 0 1 1 2 3 0 0.00027628852027280473
1 1 0 0 1 1 0 0 2 0.8846871906064241
0 1 2 2 0 0 2 4 5 1.1228475268223417
0 1 2 1 3 0 3 3 3 0.06381496621208553
0 1 2 1 3 0 2 0 2 0.2526226487040902
0 1 0 0 1 1 0 5 5 0.5777068044684178
1 1 3 3 0 1 3 2 0 0.8338763373753991
1 1 1 0 1 1 1 3 5 0.0003643172510427208
0 1 2 4 1 1 0 5 4 0.7726173417564749
1 1 1 1 3 0 1 5 4 0.6472449832270308
0 1 0 1 0 0 2 5 1 0.8097381915425897
0 0 1 2 0 0 2 5 0 0.20584595505029743
0 0 1 2 3 1 3 5 4 0.4866883245739958
0 1 0 0 0 0 3 5 4 0.8408065295899518
0 1 1 4 0 0 2 4 4 1.0087104652319818
0 0 1 1 0 1 1 3 1 0.002190690455795235
0 1 1 2 1 0 2 5 0 0.4979383615232613
0 1 2 1 2 1 0 0 3 0.5652537451599604
1 1 0 4 2 1 3 2 2 1.1407240968994172
1 0 2 1 2 1 0 5 2 0.48935519585020276
0 1 2 0 1 0 2 2 1 0.8826744546448831
1 0 0 2 0 1 1 2 1 0.6826836365740796
1 0 0 1 3 1 2 3 0 0.00013943787723557936
0 1 2 2 3 1 3 5 4 0.850005745590506
1 1 3 3 0 0 1 5 1 0.5353561850655376
0 1 2 4 2 1 1 5 1 0.8576720041152854
0 1 1 2 1 0 1 2 1 0.839299162298423
0 1 1 4 3 1 2 1 3 0.7237752110089677
0 0 0 2 0 0 3 5 1 0.9451981169342879
0 0 1 0 1 1 1 5 3 0.7486081444443821
1 1 2 0 0 0 0 0 1 0.9582145875904652
0 0 1 1 2 1 2 4 0 2.5932911505066714
1 1 0 4 2 0 3 5 1 0.6934029349503975
0 1 2 4 1 1 3 5 1 0.9176320940424858
0 0 0 1 0 1 0 5 2 0.6554704472264322
1 1 2 0 3 0 0 3 4 0.000444174492557402
0 0 1 2 0 1 2 1 1 0.4162800015503255
0 1 2 0 2 0 2 2 4 0.8647997324373452
0 1 1 2 0 0 2 1 5 0.9507018106331603
1 0 0 0 0 0 1 5 2 0.640320320068518
0 0 0 0 0 0 2 5 0 0.6555803020229236
0 1 2 4 2 1 0 3 1 0.0010353312065774704
0 1 0 2 2 1 3 2 0 0.2705092515736396
0 0 1 2 0 1 0 5 1 0.6282728455132394
0 0 0 2 3 0 0 2 4 0.5310453821249012
0 1 1 1 0 1 0 0 3 0.7071735277588549
0 0 2 0 3 1 2 3 0 0.0022191777846345415
0 0 2 2 3 1 2 1 0 0.1128463586550553
1 0 3 3 3 0 0 0 3 0.6410910722994024
1 1 2 2 2 1 1 5 5 0.7541136849577859
1 0 1 2 2 1 0 5 2 0.6118270102389896
0 0 0 1 1 0 3 3 5 0.0024825975748545277
1 1 3 3 2 0 1 5 0 0.546079261056883
1 1 2 1 0 0 0 5 5 0.677647236844328
0 1 0 0 1 0 2 3 2 0.0006592305763160724
0 1 2 2 0 1 0 0 3 1.0776632395079733
0 0 0 1 3 1 0 5 0 0.11954219496144912
1 1 0 2 1 1 0 0 2 0.8595930015190834
0 1 2 2 3 0 3 2 3 0.7033506428009362
1 1 1 2 3 1 1 5 5 1.1662796592834754
1 0 2 1 1 1 1 2 1 0.7030563600860105
0 1 0 1 3 0 1 0 4 0.5892584413471015
0 1 1 0 3 0 1 5 5 0.6233321620646974
1 1 2 0 1 0 3 3 1 0.0006153990699891114
0 1 2 1 1 0 1 3 4 0.12799574048945456
1 1 1 2 2 1 1 5 0 1.0597581743354048
0 0 2 1 0 0 1 0 0 0.631935983661415
0 0 0 1 1 0 0 5 5 0.5403354505882817
0 1 1 2 3 0 0 5 2 0.492414813438065
1 1 2 4 3 1 3 2 0 1.6947119910778694
1 0 2 0 3 0 3 2 4 0.6661581144265736
1 1 0 1 1 1 1 0 0 0.4523439101365524
1 0 1 0 1 1 0 2 3 0.8542175562154128
0 1 2 2 1 1 3 2 0 0.4669017896277838
0 0 1 0 3 0 0 3 3 0.00031340423159015556
1 0 2 1 1 1 1 5 4 0.691528258836443
1 0 2 2 1 1 3 5 2 0.6238920477103093
0 0 1 1 3 1 3 5 3 0.5452753907083573
1 0 0 1 1 1 0 5 2 1.0259840322415392
0 1 0 1 2 1 2 4 5 0.9086893777750886
0 1 1 0 2 0 2 1 1 0.5082502275767841
1 0 1 0 2 0 2 5 2 0.5927208431650084
0 0 1 0 0 0 3 0 5 0.6739812533445426
0 1 0 2 2 0 1 0 5 0.44980721084449354
0 1 2 4 0 1 2 3 3 0.1929385322863411
1 1 2 0 1 1 1 2 0 0.9056378489856328
1 0 0 0 0 1 0 2 4 0.7554419074929802
1 1 2 2 3 1 0 5 5 0.8593526092048132
0 1 1 0 0 0 3 2 1 0.8882699172777684
0 1 1 4 0 1 1 0 3 1.008367447090398
0 1 2 2 0 0 2 2 5 0.9881301048541243
1 1 1 1 2 0 0 5 5 0.5560188773762519
1 0 3 3 1 1 3 0 4 1.0284372901507135
1 0 3 3 2 0 2 0 4 0.6104051716831426
1 1 0 2 0 1 2 5 0 0.6092336980750427
0 0 0 1 0 1 2 3 4 0.00115368136560464
0 1 2 2 0 0 3 3 2 0.3072978751096761
0 1 1 4 1 1 2 2 3 0.6908829413371932
0 0 0 2 2 1 3 3 3 0.016198891839200015
1 0 1 2 1 1 2 5 4 0.6977595731363622
1 0 2 2 0 0 1 5 4 0.6264627604297293
1 1 0 1 2 0 2 4 1 0.5868325586978798
0 1 0 4 2 0 3 0 2 0.40016168474182884
0 1 1 0 1 0 2 1 5 0.5816975008207779
1 0 2 2 2 0 3 2 2 0.40846157665131105
1 1 0 1 3 0 2 1 3 0.5563215204433154
1 1 3 3 2 0 3 2 2 0.798889682712441
0 1 1 1 3 0 0 5 2 0.4948002377447474
1 0 0 1 3 0 1 0 1 0.6352179824002214
0 1 1 0 1 1 2 1 2 0.5706346037620571
1 1 0 2 2 0 2 4 5 0.7031581490685086
0 1 0 2 3 1 0 3 2 0.011401125497504504
0 1 1 2 2 1 2 4 4 0.9205794745393753
1 1 1 2 1 0 2 2 4 0.6879705003465362
1 0 2 2 3 0 0 5 1 0.2754045142991221
1 0 0 1 2 0 0 3 4 0.0004867420722158115
0 0 2 2 0 0 1 0 2 0.5672709652259685
0 1 0 4 1 1 2 0 3 0.4623372250633475
0 1 0 1 2 0 2 4 1 0.7337382130426574
1 0 1 1 3 1 1 0 4 1.1690190597660155
0 0 2 2 1 0 1 2 0 0.3986457699135453
1 0 0 0 1 1 0 5 3 0.6502582859476954
0 0 2 2 3 0 1 0 3 0.3670691264587937
1 1 2 2 0 1 2 4 1 0.7183275265122224
0 0 0 2 3 0 0 5 0 0.08491067512157387
1 1 1 1 1 1 3 2 2 1.0284167660607593
1 1 0 4 2 1 1 3 5 5.114864240120698e-05
0 1 0 2 0 1 0 5 1 0.8018953564149248
0 0 3 3 1 1 2 0 1 1.0890266719655857
0 1 0 0 2 0 2 3 2 0.00031106458020877903
1 1 2 1 2 1 2 0 4 0.9342004966968146
1 1 3 3 2 0 2 0 3 0.8580711577085615
1 1 0 4 0 0 1 5 2 0.5817674816552352
0 1 1 1 1 1 1 2 0 0.477488594135779
1 0 1 1 1 1 2 2 5 0.7606793399257994
0 1 1 4 0 0 2 1 5 0.7551286538217679
0 1 0 0 1 0 0 3 4 0.0005958934415393155
0 0 2 2 2 1 2 3 3 0.019867027777221765
0 1 2 1 2 1 2 1 5 0.5923189842009678
1 0 2 1 2 1 1 0 5 0.8930910546419162
1 0 2 2 2 0 0 3 5 0.045876096485432914
1 0 1 0 3 0 1 5 0 0.8213172583446138
0 1 0 1 0 1 1 2 5 1.0351392890106033
0 1 1 1 1 1 2 1 4 0.7864875303426117
0 1 0 4 0 0 3 2 3 1.0074584897487069
0 1 2 2 1 0 0 5 2 0.7029954314990854
0 1 1 1 1 0 1 5 1 0.7218282775759928
0 1 1 1 1 1 1 3 0 0.0014585749438275292
1 0 0 1 0 1 2 4 1 0.7428265896894165
1 1 2 2 3 1 3 0 0 1.704707062774847
1 1 2 4 1 0 3 5 3 0.6504438411820321
0 0 0 0 0 1 3 2 1 1.017844533916738
1 1 2 2 2 0 2 0 3 0.4833671006251558
1 1 1 4 1 1 3 5 0 1.0694772961172776
0 1 1 1 2 1 0 2 0 0.27925377153825603
0 1 0 4 0 1 0 5 4 0.8534212670134963
1 0 2 2 0 1 2 1 5 0.6939037229834059
0 0 3 3 0 1 3 5 5 0.9451111971158415
0 0 1 2 3 0 2 5 4 0.5838162818069119
0 1 2 2 2 0 2 4 1 0.7731517374002536
1 0 2 2 0 1 2 2 4 0.651205498527564
0 1 0 2 1 0 1 2 5 0.9138252275601644
0 1 1 1 0 0 0 0 5 0.9363804374964705
1 1 0 4 0 0 1 3 3 9.636127020607611e-05
1 0 2 2 1 0 2 4 4 0.6749334828403452
0 0 2 2 1 1 2 2 1 0.47946870375689865
1 1 2 4 0 1 2 4 5 1.0490010073296725
1 0 2 1 0 1 2 1 5 0.7356443235939354
1 1 2 4 1 0 2 3 0 0.0004338982647087002
1 0 0 0 3 0 0 3 1 0.0001337074318670231
0 0 0 0 1 1 1 0 5 0.528001899625311
1 1 2 4 1 0 2 3 1 0.0003792050231200923
1 0 2 1 1 1 3 0 0 0.22777123572831354
0 1 2 0 3 0 1 0 5 0.4035066757407486
0 1 0 4 3 0 3 0 1 0.3229317473165617
1 1 1 4 2 1 1 2 1 0.8130201649506729
0 1 2 2 1 1 1 0 2 0.8838617962632728
1 1 0 2 2 1 0 5 3 0.8054349768536113
1 1 2 1 3 0 3 3 5 0.03331578648298794
0 0 2 2 2 1 2 1 5 0.3990742783691607
0 1 2 1 1 0 1 5 5 0.7815527809794521
1 0 3 3 0 0 1 2 3 0.6358624806671854
1 0 0 0 2 0 1 3 2 0.000128181782830112
0 0 0 2 1 0 1 5 3 0.6929331443501736
0 1 0 2 2 1 3 5 1 0.5653679282064471
1 0 2 1 3 0 0 5 1 0.26710357999334017
0 1 0 1 1 1 1 0 4 0.7363315278844439
1 0 3 3 0 0 2 4 1 0.8140004669450319
0 1 2 2 0 0 2 2 0 0.7704378810894615
0 1 1 4 2 0 0 5 1 0.19738189586483465
1 1 0 1 2 1 1 2 1 0.85130444457778
1 1 1 0 1 1 2 2 0 0.8597808833182612
0 0 1 0 3 1 2 4 0 0.6793447227328259
1 1 1 0 2 0 0 2 2 0.4312957854488345
0 1 1 2 0 0 2 0 2 0.7394589484309261
0 0 0 0 2 0 2 3 4 0.00034221146402446917
1 1 1 1 0 0 2 3 5 0.01308222995527853
1 0 1 2 1 0 3 0 1 0.6729580007173162
0 1 2 0 3 0 1 0 4 0.4662114107025042
0 1 2 4 2 0 1 0 0 0.37198238122049065
1 1 1 2 3 1 2 0 0 1.5403497442163638
1 1 2 0 0 0 0 3 3 0.0011483526723768313
1 1 1 1 2 0 1 5 2 0.6081948035761757
0 0 0 0 2 1 0 5 5 0.37843800204637257
0 1 0 2 0 0 3 5 5 0.8172579520261576
1 1 2 2 3 0 2 5 4 0.5981354410014506
0 1 0 0 3 1 1 0 5 0.6912659373714136
1 0 2 0 0 1 2 3 5 0.0012329595780017346
1 1 1 1 2 0 2 4 5 0.6934930675174439
0 0 1 2 1 1 2 5 1 0.6202581008338133
1 1 1 1 3 0 3 5 3 0.3918144412373122
1 0 3 3 1 1 3 5 1 0.6864323786476031
0 1 0 2 0 0 2 0 3 0.6798581049534081
1 1 0 1 2 1 2 2 3 0.9048189903945285
0 0 1 2 3 1 3 5 1 0.4152327735156182
1 1 1 1 2 1 1 0 3 0.830089549566601
1 1 2 4 3 0 3 3 1 0.00017704354039411397
0 1 2 2 3 1 3 3 1 0.021032417663997632
0 1 2 4 3 1 2 3 4 0.00051594539256107
0 1 1 1 2 1 1 0 1 0.8528398466076579
1 1 2 4 0 1 2 1 3 0.7959264109930686
1 0 1 2 3 1 0 5 0 1.2309078473578021
0 1 2 0 1 0 2 1 3 0.472919522511316
0 1 1 1 1 0 2 0 2 0.429321488920829
1 1 3 3 0 0 2 2 0 0.5068696122402481
1 1 2 1 3 1 1 0 5 1.240475186301965
1 1 0 0 1 1 3 0 4 0.8727102344281767
1 0 1 0 1 1 1 3 2 0.000275430589611034
0 1 2 0 2 1 0 2 5 0.738860289141029
0 1 0 2 1 1 1 5 4 0.9091036452383077
0 1 1 4 1 0 0 0 0 0.523269247627342
0 0 0 2 1 1 1 2 5 0.5561687574075553
0 0 0 0 2 0 2 4 5 0.727801846095053
1 1 1 4 0 1 2 2 3 0.7985517603572747
1 0 3 3 2 1 0 0 4 0.9781467482587328
0 1 0 0 3 0 1 2 3 0.6037853466096109
0 0 0 1 0 0 0 5 4 0.6668815755573764
0 1 2 4 3 0 2 5 5 0.44927643411884594
1 1 0 2 1 0 3 0 2 0.6444185244391587
1 1 2 2 2 1 0 0 0 0.23553663752754578
0 0 0 0 1 0 0 3 1 0.00033721480893309435
1 0 1 0 1 1 2 1 3 1.015697987718355
1 1 0 0 3 0 3 0 0 0.17719725251904384
0 0 3 3 2 0 3 2 4 3.4124916144559143
1 1 3 3 3 1 1 5 1 1.135516797944935
0 1 2 2 0 1 0 5 1 0.9342384414654149
0 0 2 1 3 0 1 0 5 0.39152962917584544
1 1 0 0 1 0 2 3 0 0.0001866759176342443
